price,distance,ratings,ac,area,attached,backup,bathroom,bed,breakfast,buffet,call,cameras,card,cctv,coffee/tea,complimentary,doctor,elevator,exit,facility,fire,free,fridge,fully,functional,geyser,high,in-house,king,kitchen,maker,mini,modern,on,parking,payment,power,queen,reception,restaurant,seating,sized,speed,tv,wardrobe,washroom,wifi
1199.0,5.1,4.6,0.12855516132286468,0.4174933798576095,0.0,0.1686912829099151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16022942186499667,0.504853761596456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504853761596456,0.0,0.0,0.0,0.0,0.1686912829099151,0.0,0.0,0.0,0.4174933798576095,0.0,0.0,0.12983470926235813,0.0,0.0,0.16022942186499667
799.0,5.0,4.0,0.1571171154840508,0.0,0.0,0.20617054582152974,0.0,0.46983704024597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19582865689755716,0.0,0.0,0.0,0.22431340731105845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20617054582152974,0.5446228615208565,0.0,0.0,0.0,0.46983704024597717,0.0,0.15868094908908098,0.0,0.0,0.19582865689755716
747.0,4.0,3.361290322580645,0.25548681962907643,0.0,0.0,0.3352521900039618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545370696044906,0.0,0.0,0.0,0.31843533143318986,0.0,0.0,0.0,0.3647541444323517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3352521900039618,0.0,0.0,0.0,0.0,0.0,0.0,0.258029756297353,0.0,0.0,0.31843533143318986
576.0,8.8,3.1,0.24988222920560965,0.0,0.0,0.3278977941244781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35675256694286184,0.0,0.0,0.0,0.7290831543099835,0.0,0.0,0.0,0.0,0.0,0.0,0.3278977941244781,0.0,0.0,0.0,0.0,0.0,0.0,0.25236938171046364,0.0,0.0,0.0
699.0,1.7,2.3,0.25548681962907643,0.0,0.0,0.3352521900039618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545370696044906,0.0,0.0,0.0,0.31843533143318986,0.0,0.0,0.0,0.3647541444323517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3352521900039618,0.0,0.0,0.0,0.0,0.0,0.0,0.258029756297353,0.0,0.0,0.31843533143318986
641.0,6.7,3.9,0.12745061706046412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40199713192313685,0.0,0.40199713192313685,0.0,0.0,0.0,0.0,0.0,0.4270712370658138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4270712370658138,0.0,0.0,0.0,0.5283981869622779,0.0,0.0,0.0,0.0,0.12871917114081968,0.0,0.0,0.0
599.0,8.6,4.1,0.1776039188284353,0.5767832235177011,0.0,0.23305352043977784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22136313269731464,0.0,0.0,0.0,0.25356206458771885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23305352043977784,0.0,0.0,0.0,0.5767832235177011,0.0,0.0,0.17937166370965515,0.0,0.0,0.22136313269731464
1199.0,5.0,4.0,0.25548681962907643,0.0,0.0,0.3352521900039618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545370696044906,0.0,0.0,0.0,0.31843533143318986,0.0,0.0,0.0,0.3647541444323517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3352521900039618,0.0,0.0,0.0,0.0,0.0,0.0,0.258029756297353,0.0,0.0,0.31843533143318986
1463.0,8.8,4.2,0.10931852687788461,0.0,0.0,0.0,0.0,0.32690196070694433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1362531397458654,0.0,0.0,0.0,0.0,0.0,0.0,0.3932474608144274,0.31895944203006005,0.0,0.0,0.48405657197253776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32690196070694433,0.0,0.11040660684585847,0.48405657197253776,0.0,0.1362531397458654
999.0,5.7,3.2,0.15535395601543928,0.0,0.0,0.2038569115055348,0.0,0.4645645552995602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936310786797375,0.0,0.0,0.0,0.2217961748197507,0.0,0.0,0.5588489936275102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2038569115055348,0.0,0.0,0.0,0.0,0.4645645552995602,0.0,0.15690024036735628,0.0,0.0,0.1936310786797375
931.0,4.5,3.4,0.25548681962907643,0.0,0.0,0.3352521900039618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545370696044906,0.0,0.0,0.0,0.31843533143318986,0.0,0.0,0.0,0.3647541444323517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3352521900039618,0.0,0.0,0.0,0.0,0.0,0.0,0.258029756297353,0.0,0.0,0.31843533143318986
808.0,2.0,3.0,0.25548681962907643,0.0,0.0,0.3352521900039618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545370696044906,0.0,0.0,0.0,0.31843533143318986,0.0,0.0,0.0,0.3647541444323517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3352521900039618,0.0,0.0,0.0,0.0,0.0,0.0,0.258029756297353,0.0,0.0,0.31843533143318986
1597.0,4.0,3.2,0.12533935383336858,0.0,0.0,0.1644714702986425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6048201512911182,0.0,0.6048201512911182,0.15622128271625413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3657035225854949,0.0,0.0,0.0,0.0,0.0,0.0,0.1644714702986425,0.0,0.0,0.0,0.0,0.0,0.0,0.12658689387987157,0.0,0.0,0.15622128271625413
1143.0,4.0,4.7,0.11093318096681758,0.0,0.45991846135210246,0.0,0.0,0.33173036081999463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1382656228583242,0.0,0.0,0.0,0.0,0.0,0.0,0.3990557957664325,0.32367052972933824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33173036081999463,0.0,0.11203733206947969,0.0,0.4912061736506084,0.1382656228583242
1315.0,4.9,3.6,0.30701682343803904,0.0,0.0,0.4028703420986505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3826616342439712,0.0,0.0,0.0,0.4383226458494591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4028703420986505,0.0,0.0,0.0,0.0,0.0,0.0,0.31007265363402275,0.0,0.0,0.3826616342439712
999.0,5.0,3.2,0.17390443919655882,0.0,0.0,0.22819902872759368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5827322432160259,0.0,0.2167521511037544,0.0,0.0,0.0,0.2482803810553585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5827322432160259,0.0,0.22819902872759368,0.0,0.0,0.0,0.0,0.0,0.0,0.17563536205140917,0.0,0.0,0.2167521511037544
799.0,4.6,2.3,0.1769977635759205,0.0,0.0,0.0,0.0,0.5292873733868251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6135361394875867,0.0,0.0,0.0,0.5292873733868251,0.0,0.17875947521276195,0.0,0.0,0.0
758.0,3.9,3.2,0.08402465687808379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20945440160379664,0.0,0.4054576964929062,0.4054576964929062,0.0,0.4054576964929062,0.0,0.0,0.4903186758917558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4054576964929062,0.08486097939884962,0.0,0.0,0.20945440160379664
