,price,location,ratings,type,air,air conditioning,bar,breakfast,centre,closed,conditioning,desk,facilities,facilities guests,family,fitness,front,garden,guests,housekeeping,laundry,maker,non-smoking,parking,pool,restaurant,room,room service,service,shuttle,site,spa,superb,swimming,tea/coffee,tea/coffee maker,terrace,wellness,wifi
79,1215,14,8.1,64,0.0,0.0,0.0,0.1359737922142773,0.0,0.0,0.0,0.1199167976742825,0.0,0.0,0.1397333259224211,0.0,0.0,0.0,0.0,0.0,0.3180306646366213,0.0,0.0,0.1423305114481124,0.0,0.1989559636482698,0.1067512293270718,0.1067512293270718,0.1067512293270718,0.1669522401004586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1239365251713161
80,1323,14,8.5,64,0.0,0.0,0.0,0.1359737922142773,0.0,0.0,0.0,0.1199167976742825,0.0,0.0,0.1397333259224211,0.0,0.0,0.0,0.0,0.0,0.3180306646366213,0.0,0.0,0.1423305114481124,0.0,0.1989559636482698,0.1067512293270718,0.1067512293270718,0.1067512293270718,0.1669522401004586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1239365251713161
81,907,28,7.2,16,0.0,0.0,0.0,0.1304659581619607,0.2552429148177039,0.0,0.0,0.1150593776456173,0.0,0.0,0.1340732059961773,0.2793557441786427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1365651884040791,0.0,0.0,0.1024271015195032,0.1024271015195032,0.1024271015195032,0.1601895748973967,0.0,0.0,0.0,0.0,0.0,0.0,0.1929054524200305,0.0,0.1189162797067442
82,3887,28,7.0,19,0.0,0.0,0.0,0.1186127092074831,0.0,0.0,0.0,0.0,0.212543738334631,0.212543738334631,0.1218922270558716,0.0,0.0,0.0,0.212543738334631,0.0,0.0,0.1979326852808776,0.0,0.1241578049036324,0.0,0.1735533405151947,0.0931212722357521,0.0931212722357521,0.0931212722357521,0.1456358404373037,0.0,0.0,0.0,0.0,0.1979326852808776,0.1979326852808776,0.0,0.0,0.1081123559249212
83,3088,13,6.7,38,0.1275402187647702,0.1275402187647702,0.0,0.11002357730773,0.0,0.0,0.1275402187647702,0.0970310149077867,0.0,0.0,0.0,0.0,0.2467327195425595,0.0,0.0,0.1343911048613932,0.0,0.0,0.0,0.1151671345966613,0.0,0.0,0.0863780581632484,0.0863780581632484,0.0863780581632484,0.1350898757493268,0.0,0.0,0.0,0.0,0.0,0.0,0.1626795852069714,0.0,0.0
84,2657,24,8.5,6,0.0,0.0,0.202451948794272,0.0894707952800164,0.0,0.3523903884387426,0.0,0.0,0.1603239435946331,0.1603239435946331,0.0,0.0,0.0,0.0,0.1603239435946331,0.0,0.0,0.1493026749183474,0.0,0.0936535184060048,0.0,0.1309130826127216,0.0702423403030577,0.0702423403030577,0.0702423403030577,0.1098546231028764,0.0,0.0,0.0,0.0,0.1493026749183474,0.1493026749183474,0.0,0.0,0.0815502700244254
85,3359,21,6.8,30,0.1283033325041623,0.1283033325041623,0.2504477904905184,0.0,0.0,0.0,0.1283033325041623,0.0976115823659612,0.0,0.0,0.0,0.0,0.2482089999666018,0.0,0.0,0.1351952096337157,0.0,0.0,0.0,0.0,0.0,0.0,0.0868948855891756,0.0868948855891756,0.0868948855891756,0.1358981614903699,0.0,0.0,0.0,0.0,0.0,0.0,0.1636529489646345,0.0,0.1008836173875366
86,1568,21,7.6,42,0.0,0.0,0.0,0.1157671445592004,0.0,0.0,0.0,0.1020963306631775,0.2074447320640559,0.2074447320640559,0.1189679855093447,0.0,0.0,0.0,0.2074447320640559,0.0,0.0,0.1931842038092194,0.0,0.0,0.0,0.0,0.0908872569936448,0.0908872569936448,0.0908872569936448,0.142141980446749,0.0,0.0,0.0,0.0,0.1931842038092194,0.1931842038092194,0.1711719571234398,0.0,0.105518698802358
87,2429,14,7.5,72,0.1898616901990558,0.1898616901990558,0.0,0.1637856869911708,0.0,0.0,0.1898616901990558,0.1444444165969308,0.0,0.0,0.1683141906176964,0.0,0.0,0.0,0.0,0.2000602050382459,0.0,0.0,0.0,0.1714426009432577,0.0,0.2396501462264925,0.1285859807817481,0.1285859807817481,0.1285859807817481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1492863336965249
88,2500,3,8.2,68,0.0,0.0,0.0,0.1241808197942624,0.0,0.0,0.0,0.1095164443073574,0.2225213119646585,0.2225213119646585,0.1276142900999647,0.0,0.0,0.0,0.2225213119646585,0.0,0.0,0.2072243631098887,0.0,0.1299862223854883,0.0,0.181700563516426,0.0974927223548388,0.0974927223548388,0.0974927223548388,0.0,0.0,0.0,0.0,0.0,0.2072243631098887,0.2072243631098887,0.0,0.0,0.1131875418608076
